,is_tv_subscriber,is_movie_package_subscriber,subscription_age,bill_avg,reamining_contract,service_failure_count,download_avg,upload_avg,download_over_limit
18167,0,0,3.91,23,,0,44.5,4.6,0
52673,1,0,0.6,163,,0,128.4,31.8,0
17506,0,0,0.21,53,,0,0.0,0.0,0
3295,0,0,5.1,20,,0,9.5,1.4,0
28115,1,0,5.27,24,,2,48.8,6.0,0
34689,0,0,0.37,40,,4,29.3,5.3,0
2449,0,0,2.59,14,,1,0.0,0.0,0
24221,0,0,0.44,0,,0,0.0,0.0,0
22064,1,1,2.39,73,,1,102.1,11.7,0
71348,0,0,0.04,73,,0,67.7,7.0,0
12074,0,0,6.68,13,,0,2.7,0.5,4
33451,1,0,4.18,40,,0,61.9,13.6,0
13930,1,0,3.41,16,,0,11.5,0.6,0
17595,1,0,1.98,20,,1,2.6,0.3,0
5476,1,1,2.08,14,,0,0.0,0.0,0
7972,0,0,7.3,22,,0,32.9,1.7,0
9134,0,0,2.68,21,,0,8.9,0.5,0
40312,1,0,3.99,12,,0,128.5,14.0,0
7002,1,0,1.71,0,,1,0.0,0.0,7
34696,0,0,1.0,16,,0,20.5,2.9,0
37844,1,0,0.99,26,,0,23.2,1.0,0
1738,1,0,2.81,0,,0,0.0,0.0,5
56852,1,0,1.32,23,,0,5.5,0.5,0
34891,0,0,2.24,28,,0,2.6,0.2,0
3952,0,0,3.74,12,,0,4.9,0.5,0
21436,1,0,3.45,24,,0,32.3,2.1,0
16793,1,0,2.12,24,,0,12.4,2.0,0
64235,1,0,0.34,19,,3,22.6,2.0,0
24548,0,0,3.85,139,,2,470.8,20.9,0
28542,1,0,2.09,24,,0,4.9,0.4,0
1169,0,0,5.57,0,,0,4.4,1.4,6
66235,1,0,0.42,20,,0,43.1,3.4,0
25320,1,1,1.19,19,,0,13.7,1.3,0
12600,1,0,3.64,20,,0,33.3,2.4,0
9456,0,0,4.93,10,,0,6.2,0.3,6
24959,1,0,1.29,0,,0,0.0,0.0,0
26454,1,0,2.57,23,,0,78.9,2.5,0
13695,1,0,3.42,23,,0,12.6,0.9,0
45841,1,0,0.49,22,,0,91.9,4.1,0
54786,0,0,1.59,164,,4,719.4,62.0,0
26616,0,0,0.99,40,,2,198.4,8.5,0
48544,0,0,2.02,20,,0,0.1,0.0,0
25587,0,0,0.55,19,,0,0.0,0.0,0
36892,1,0,2.69,28,,0,21.9,0.9,0
10662,0,0,1.98,21,,0,0.0,0.0,0
1022,0,0,3.51,13,,5,0.0,0.0,0
62284,1,1,0.87,20,,0,13.7,1.1,0
8901,0,0,0.33,18,,0,0.0,0.0,0
1656,0,0,6.17,24,,0,10.1,0.6,0
22481,1,0,2.09,18,,0,2.5,0.3,0
6736,1,0,3.72,22,,1,9.9,1.8,0
24856,1,0,2.29,0,,0,24.3,3.5,6
18952,1,0,3.32,24,,1,15.5,1.3,0
16405,1,0,6.45,24,,0,50.8,3.1,0
46649,1,0,2.82,0,,0,0.0,0.0,0
59205,1,1,1.75,71,,0,133.5,16.8,0
18872,1,1,6.24,25,,0,1.1,0.0,0
39865,0,0,0.44,19,,0,20.2,0.9,0
8684,1,1,4.79,23,,1,19.2,1.0,0
1942,1,0,8.56,24,,0,63.1,4.0,0
34071,0,0,2.25,32,,0,28.7,1.3,0
47630,0,0,1.67,73,,0,109.8,6.2,0
2161,1,0,2.96,17,,0,0.0,0.0,6
4625,0,0,1.67,0,,0,0.0,0.0,0
8983,0,0,2.11,0,,0,0.0,0.0,3
5430,1,1,2.21,49,,13,0.0,0.0,0
2812,1,0,4.45,16,,0,6.7,0.4,0
8326,0,0,2.0,22,,0,0.0,0.0,0
12088,0,0,2.04,0,,0,0.0,0.0,2
34729,1,1,4.03,21,,1,45.4,5.5,0
46124,0,0,2.52,12,,2,0.7,0.1,0
17283,0,0,6.37,12,,2,1.7,0.2,4
33208,1,0,2.25,30,,0,0.3,0.0,0
18329,1,0,1.94,16,,1,13.5,1.0,0
27081,0,0,0.88,23,,0,21.5,2.0,0
2475,0,0,2.27,0,,0,0.0,0.0,5
3377,1,1,2.17,0,,0,0.0,0.0,5
19257,1,0,2.62,22,,0,9.0,1.4,0
34348,1,0,1.98,22,,0,16.2,1.0,0
10391,1,0,2.26,22,,0,11.4,1.2,0
35567,1,0,2.47,25,,0,14.3,1.6,0
7016,1,0,1.28,13,,0,0.0,0.0,0
33015,1,0,2.05,23,,0,121.5,16.7,0
8312,1,0,2.1,0,,0,0.0,0.0,6
48147,1,0,2.33,16,,0,28.3,1.7,0
5426,0,0,1.5,0,,0,0.0,0.0,1
10051,0,0,0.8,31,,0,0.0,0.0,0
39298,0,0,1.44,18,,0,46.3,3.1,0
22635,1,0,2.53,18,,0,16.8,1.0,0
7525,0,0,3.56,0,,0,0.0,0.0,0
727,0,0,3.39,0,,0,0.0,0.0,1
5862,0,0,2.01,23,,0,0.0,0.0,0
1854,1,0,4.31,22,,1,31.2,2.1,0
14996,1,0,6.57,24,,3,63.3,10.5,0
29557,0,0,4.62,141,,0,102.8,24.5,0
4180,1,1,3.72,22,,0,9.0,0.7,0
7731,0,0,2.48,0,,0,0.0,0.0,6
4858,0,0,1.16,10,,0,0.0,0.0,0
16632,0,0,2.76,22,,0,13.3,0.9,0
16001,0,0,3.02,23,,0,10.7,3.2,0
50651,1,0,2.05,22,,0,91.7,4.3,0
5481,1,0,8.38,27,,1,74.7,3.9,0
3617,1,1,2.01,0,,0,0.0,0.0,5
10153,0,0,3.05,22,,0,14.3,0.9,0
13164,0,0,2.19,21,,0,57.0,3.2,0
45403,1,0,1.05,10,,0,0.4,0.0,0
18038,1,0,1.99,23,,2,6.9,0.6,0
19386,1,0,3.65,20,,0,4.9,0.5,0
8142,1,1,2.06,23,,0,0.0,0.0,0
15462,1,0,4.3,32,,1,64.8,5.2,0
6158,0,0,2.58,24,,0,0.0,0.0,0
9823,1,0,2.07,23,,0,0.0,0.0,2
48643,1,0,0.93,40,,0,97.8,7.1,0
2439,1,0,3.98,22,,0,22.2,4.6,0
25854,0,0,1.62,24,,1,12.9,1.1,0
25812,0,0,2.08,21,,1,15.6,1.4,0
26066,1,0,2.11,24,,0,8.4,0.5,0
57682,0,0,0.82,33,,0,71.3,7.1,0
1085,0,0,6.19,16,,0,69.6,3.9,0
16011,1,0,6.48,24,,1,25.1,2.1,0
4974,0,0,1.51,14,,0,0.0,0.0,0
4896,0,0,1.6,0,,0,0.0,0.0,0
4581,0,0,7.99,60,,0,23.7,0.8,0
13446,0,0,2.62,18,,0,6.6,0.4,0
24321,1,1,4.88,16,,0,0.0,0.0,0
13736,1,0,4.45,22,,0,60.2,6.2,0
16897,0,0,6.39,41,,0,109.8,8.5,0
16991,1,0,2.24,17,,0,2.0,0.2,0
23324,1,0,5.87,24,,0,13.0,0.8,0
13034,1,0,6.69,17,,0,40.4,2.8,0
1831,1,0,3.75,23,,0,0.0,0.0,0
43231,1,0,1.73,42,,0,104.2,4.4,0
41349,1,0,1.99,27,,0,49.0,3.8,0
17816,1,0,4.8,28,,0,6.7,0.6,0
47394,1,0,2.41,19,,0,3.2,0.2,0
11324,0,0,6.91,57,,0,86.5,3.1,0
2456,1,0,2.58,14,,0,0.0,0.0,0
17966,0,0,2.51,24,,0,24.4,4.4,0
181,0,0,9.28,0,,0,0.0,0.0,0
4104,1,1,2.57,21,,0,0.0,0.0,0
20858,1,1,6.08,4,,1,5.1,0.2,0
63069,1,0,0.81,14,,1,71.5,3.8,0
21160,0,0,0.61,24,,0,0.0,0.0,0
19849,0,0,2.13,0,,0,3.8,0.2,4
10002,0,0,0.25,116,,0,0.0,0.0,0
40476,1,0,1.22,17,,0,12.3,0.6,0
29658,1,0,1.84,10,,0,1.2,0.3,3
5596,0,0,1.0,12,,0,0.0,0.0,0
6927,0,0,2.58,43,,0,0.0,0.0,0
19035,1,1,2.23,22,,0,30.0,2.8,0
28997,0,0,0.8,20,,1,6.0,0.6,0
12076,1,1,2.93,20,,0,31.4,4.6,0
16044,1,0,2.52,23,,0,6.7,0.3,0
1815,0,0,2.75,14,,0,0.0,0.0,0
21107,1,1,0.54,0,,0,0.0,0.0,5
3276,0,0,2.42,11,,0,0.0,0.0,0
11178,0,0,3.69,15,,0,7.1,0.6,6
38182,0,0,3.5,163,,1,413.0,35.3,0
56439,1,0,2.1,9,,0,9.4,0.9,0
7322,0,0,0.84,13,,0,0.0,0.0,0
58168,1,0,1.57,17,,0,5.6,0.3,0
14857,1,0,2.19,19,,0,0.0,0.0,0
6429,1,0,2.01,21,,0,0.0,0.0,0
57374,1,0,0.83,22,,0,27.6,2.9,0
5247,1,1,2.05,0,,0,0.0,0.0,0
10301,1,0,2.13,23,,0,0.0,0.0,0
21724,0,0,1.22,0,,0,0.0,0.0,0
26785,0,0,2.91,26,,0,30.3,0.9,0
31089,1,0,1.18,0,,0,0.7,0.2,1
29053,1,0,2.19,20,,0,13.4,0.6,0
2523,1,1,2.61,18,,0,0.0,0.0,5
66853,0,0,0.16,28,,2,30.3,1.6,0
31859,1,0,3.08,32,,4,66.0,7.3,0
4628,1,0,1.64,13,,0,0.0,0.0,0
18064,1,0,5.22,33,,0,106.8,147.5,0
56027,1,1,2.01,45,,0,15.7,1.7,0
4992,0,0,1.6,14,,1,0.0,0.0,0
32267,0,0,0.14,13,,0,4.7,0.6,0
17938,1,0,2.51,19,,0,0.0,0.0,0
21961,0,0,0.86,0,,0,0.0,0.0,3
25114,0,0,0.5,16,,0,0.0,0.0,0
5042,1,1,2.53,23,,1,0.0,0.0,0
18374,1,0,2.04,21,,0,6.4,0.6,0
12569,0,0,2.53,20,,0,12.1,0.6,0
8391,1,0,2.35,22,,1,0.0,0.0,0
47350,1,1,0.04,0,,0,0.0,0.0,0
49682,0,0,0.56,162,,7,1004.5,123.6,0
11579,1,0,3.05,22,,0,9.5,0.6,0
1890,0,0,2.75,22,,0,0.0,0.0,0
21100,1,0,2.19,23,,0,7.9,0.6,0
8281,0,0,2.28,0,,0,0.0,0.0,7
19956,1,0,2.01,23,,0,25.6,3.7,0
34860,0,0,1.21,21,,0,4.0,0.2,0
28526,0,0,2.15,24,,7,18.3,1.2,0
19361,1,1,3.2,17,,0,7.8,1.0,4
13589,1,0,2.73,21,,0,19.5,1.2,0
1575,1,0,3.1,0,,0,0.0,0.0,0
36238,0,0,0.99,25,,0,60.3,3.6,0
1101,0,0,3.19,0,,0,0.0,0.0,0
17952,0,0,6.68,0,,0,0.0,0.0,0
2937,1,0,6.25,29,,6,117.8,17.5,0
12758,0,0,1.04,23,,1,0.0,0.0,0
56253,1,0,1.55,15,,0,2.9,0.2,0
8950,1,0,7.34,23,,1,40.6,1.1,0
299,0,0,5.6,0,,0,0.0,0.0,0
23894,1,0,1.99,22,,0,4.5,0.2,0
44598,1,0,2.39,31,,2,65.0,7.5,0
53939,1,0,2.01,11,,0,88.8,5.1,0
57665,1,1,1.32,31,,0,52.2,2.1,0
22927,0,0,0.61,19,,0,0.0,0.0,0
3491,0,0,2.17,14,,0,0.0,0.0,0
1983,0,0,3.18,0,,0,0.0,0.0,0
32515,1,0,1.98,26,,0,9.6,2.1,0
6456,1,1,2.17,0,,0,0.0,0.0,6
3527,1,0,2.67,17,,0,0.0,0.0,0
8503,1,0,4.98,30,,0,57.0,1.4,0
12816,1,0,2.35,0,,0,0.0,0.0,0
34656,1,0,2.62,32,,4,152.8,4.7,0
30125,1,1,2.1,20,,0,18.8,1.4,0
447,0,0,4.87,0,,0,0.0,0.0,7
71909,1,0,0.62,18,,1,34.2,2.7,0
6648,0,0,2.53,0,,0,0.0,0.0,5
561,0,0,4.86,0,,0,0.0,0.0,0
12265,0,0,6.3,32,,0,14.7,0.7,0
3562,0,0,3.13,0,,0,0.0,0.0,0
15572,1,0,2.49,24,,0,14.6,1.1,0
52781,1,1,2.03,20,,0,117.9,21.3,0
24978,1,0,0.65,18,,0,0.0,0.0,0
24383,1,0,3.61,32,,0,235.4,28.9,0
54920,1,0,2.03,13,,0,8.1,1.3,0
3937,0,0,4.39,12,,0,7.4,0.6,0
4053,1,1,5.85,34,,0,104.9,5.1,0
33415,1,1,4.19,27,,0,24.9,2.4,0
12204,1,0,3.97,10,,0,1.3,0.2,5
23763,0,0,3.19,24,,0,9.6,0.8,0
48020,0,0,2.04,34,,0,326.1,73.3,0
8646,0,0,2.72,23,,0,10.2,0.7,0
18944,1,1,1.58,18,,0,0.0,0.0,0
28117,0,0,5.12,24,,0,4.9,0.8,0
18322,1,1,4.16,10,,0,6.5,0.4,7
36670,1,0,1.99,26,,0,1.8,0.3,0
36269,0,0,3.41,24,,0,56.5,10.9,0
15792,1,0,1.99,21,,0,3.1,0.5,0
20329,0,0,1.65,24,,0,20.2,2.2,0
513,1,1,5.14,21,,0,0.0,0.0,0
33519,0,0,0.16,36,,0,77.0,14.1,0
29436,1,0,3.97,24,,0,41.9,3.3,0
52341,1,0,1.87,8,,0,19.8,1.4,0
27751,1,0,5.94,35,,0,59.7,2.0,0
3467,1,1,8.22,24,,0,25.1,2.2,0
287,0,0,5.6,0,,0,0.0,0.0,0
40135,1,0,3.19,49,,0,28.8,1.6,0
13399,0,0,7.11,147,,0,280.4,44.8,0
25039,0,0,1.02,18,,0,0.0,0.0,0
13505,1,0,3.29,24,,0,3.3,0.2,0
11715,1,1,2.01,19,,0,0.0,0.0,0
3390,0,0,8.25,24,,0,4.7,0.4,0
8966,0,0,4.16,10,,0,1.4,0.1,5
2877,0,0,1.76,22,,2,0.0,0.0,0
63693,0,0,0.75,285,,2,1264.8,58.6,0
10718,1,0,1.98,0,,0,0.0,0.0,0
7717,1,1,1.75,0,,0,0.0,0.0,2
24717,1,0,1.22,21,,0,0.6,0.1,0
5261,0,0,1.33,23,,0,0.0,0.0,0
26539,1,1,4.12,11,,1,4.6,0.3,5
22176,0,0,0.48,19,,1,0.0,0.0,0
16752,1,0,6.41,24,,0,37.5,2.3,0
12398,0,0,2.4,0,,0,13.0,0.9,6
25395,1,0,1.59,22,,0,8.4,2.2,0
13112,0,0,2.15,16,,1,12.4,0.5,0
37631,1,0,1.09,23,,0,6.8,0.5,0
46334,1,0,2.13,9,,0,31.1,1.4,0
30154,1,0,0.56,18,,0,6.0,0.4,0
29719,0,0,1.18,21,,0,5.4,0.3,0
3143,0,0,2.09,0,,0,0.0,0.0,3
2502,0,0,2.22,0,,0,0.0,0.0,0
63842,1,0,1.53,4,,0,0.0,0.0,0
8126,1,0,2.78,22,,0,8.9,0.8,0
2668,0,0,2.16,0,,0,0.0,0.0,0
46259,1,0,2.06,12,,0,36.5,3.8,0
6902,1,1,3.37,38,,0,18.0,1.3,0
5045,0,0,1.05,12,,0,0.0,0.0,0
4735,1,1,2.01,20,,0,0.0,0.0,0
44916,1,1,2.22,33,,0,43.9,4.8,0
53157,1,0,2.03,12,,0,83.7,7.4,0
25737,1,0,2.02,23,,0,3.5,0.6,0
65,0,0,7.64,39,,0,0.0,0.0,0
4089,1,1,3.87,0,,0,0.4,0.0,1
2512,1,0,4.14,0,,0,14.6,0.7,7
21256,1,0,2.33,23,,2,10.9,1.0,0
33097,1,0,1.98,30,,0,93.9,7.7,0
36531,1,0,0.14,21,,0,114.3,14.4,0
29244,1,0,0.36,16,,1,14.6,55.8,0
44535,1,1,3.64,23,,0,27.7,2.1,0
45883,1,0,2.92,24,,1,75.3,3.6,0
2876,0,0,2.58,13,,0,0.0,0.0,0
8628,1,1,0.44,12,,0,0.0,0.0,0
16129,1,0,2.96,21,,0,14.6,1.5,0
13001,1,1,2.47,21,,1,30.7,3.5,0
53388,1,0,2.01,11,,0,10.4,0.8,0
10260,0,0,2.64,0,,0,0.2,0.0,0
6012,1,0,3.72,0,,0,0.0,0.0,0
36141,0,0,1.3,16,,0,31.1,1.4,0
3443,0,0,2.32,13,,0,0.0,0.0,0
22089,1,0,4.27,58,,9,616.6,47.8,0
45927,1,0,2.02,30,,1,194.8,7.1,0
54379,1,1,1.85,28,,0,31.3,2.3,0
16362,0,0,2.57,23,,0,6.1,0.3,0
35783,0,0,0.45,18,,0,20.4,1.9,0
5613,0,0,5.08,19,,0,7.7,0.5,0
47696,1,1,2.38,19,,0,67.8,2.8,0
15363,1,0,3.48,24,,2,9.6,0.7,0
17514,1,0,6.35,33,,1,11.1,3.7,0
16814,1,0,1.98,21,,0,5.0,0.3,0
24589,1,0,1.68,18,,0,5.7,0.4,0
40388,0,0,0.21,20,,6,8.9,1.1,0
38444,1,0,1.98,30,,0,11.5,0.9,0
1651,0,0,2.66,22,,2,0.0,0.0,0
32839,1,1,4.5,12,,0,1.5,1.7,0
14216,0,0,3.54,24,,0,12.0,3.3,0
386,1,1,5.39,13,,0,0.0,0.0,0
14798,0,0,1.98,0,,0,0.0,0.0,2
49829,1,1,2.12,50,,0,178.3,17.9,0
6373,0,0,1.99,0,,0,0.0,0.0,2
9177,1,1,1.99,23,,0,0.0,0.0,0
24441,1,0,2.05,0,,0,13.7,1.9,7
14764,1,1,5.89,20,,0,23.6,1.3,0
26874,0,0,0.9,53,,0,5.9,4.6,0
2220,0,0,3.51,0,,0,0.0,0.0,3
8365,1,0,3.26,19,,0,3.2,0.3,0
51294,0,0,1.53,52,,0,174.1,12.4,0
7231,1,1,2.21,17,,0,0.0,0.0,0
24182,0,0,1.31,19,,0,14.7,1.0,0
43050,0,0,0.21,15,,0,20.0,0.6,0
27979,1,0,1.98,24,,0,0.0,0.0,0
32103,1,0,2.3,24,,0,8.0,0.5,0
15196,0,0,2.22,0,,0,0.0,0.0,0
15502,1,0,2.1,21,,0,17.8,1.8,0
19278,0,0,1.7,24,,0,38.8,3.3,0
4450,1,1,3.58,0,,0,14.1,3.0,3
41709,1,0,2.08,9,,0,3.7,0.2,0
25915,0,0,0.64,31,,0,0.0,0.0,0
16090,1,0,5.45,24,,1,49.8,3.0,0
23128,1,0,2.08,22,,1,21.0,1.2,0
1424,0,0,4.56,13,,0,0.1,0.0,0
37989,1,0,2.02,22,,0,12.4,0.4,0
28254,0,0,0.92,19,,0,0.3,0.0,0
50971,1,0,0.85,30,,0,89.6,4.3,0
42980,1,0,2.17,14,,0,65.3,4.1,0
21115,0,0,2.05,71,,0,203.4,20.3,0
2257,1,0,4.27,0,,0,12.1,1.0,0
2808,0,0,7.35,24,,1,34.4,3.0,0
2317,0,0,2.02,0,,0,0.0,0.0,0
46072,1,0,2.41,25,,0,104.7,11.1,0
19110,1,0,6.53,0,,0,0.0,0.0,0
57045,1,0,1.36,31,,0,50.4,3.0,0
13668,0,0,3.16,20,,0,9.9,2.2,0
48449,0,0,1.98,24,,1,33.2,2.2,0
25825,1,0,1.96,22,,0,9.7,0.6,0
16778,0,0,1.98,21,,2,18.7,1.8,0
15599,1,1,2.36,0,,0,0.0,0.0,0
30574,0,0,0.33,0,,2,0.7,0.1,1
17757,1,0,2.04,23,,0,5.0,1.7,0
25572,1,0,4.96,16,,0,0.0,0.0,0
37685,0,0,1.78,32,,0,26.1,5.0,0
51443,1,0,2.38,13,,0,0.0,0.0,0
60419,1,1,1.02,20,,0,58.2,5.4,0
10341,1,1,7.01,25,,0,80.6,7.7,0
34567,1,0,4.05,22,,0,120.7,7.3,0
33617,1,0,0.15,13,,0,3.6,0.2,0
13894,0,0,2.71,22,,0,4.8,0.2,0
10574,1,0,6.97,12,,0,1.5,0.7,5
55304,1,0,2.0,11,,0,27.7,1.4,0
40445,1,0,1.83,81,,1,30.3,3.8,0
14030,0,0,1.94,22,,1,1.9,0.4,0
3888,0,0,4.36,17,,0,3.2,0.4,0
7701,1,0,4.99,26,,0,40.1,1.9,0
28978,1,1,2.02,24,,0,4.6,0.8,0
4214,1,1,2.15,0,,2,0.0,0.0,6
4080,1,1,3.0,0,,1,0.0,0.0,3
56057,1,0,2.15,4,,0,0.0,0.0,0
18120,0,0,2.48,17,,0,22.7,2.3,0
5176,0,0,1.27,0,,1,0.0,0.0,4
31705,1,1,4.25,18,,0,60.6,4.4,0
57063,1,0,0.33,19,,1,16.9,1.8,0
42829,1,0,2.99,25,,0,31.3,3.9,0
316,0,0,9.19,20,,0,0.0,0.0,0
49490,1,0,2.01,6,,1,40.1,8.2,0
8006,1,1,2.51,23,,0,46.7,6.9,0
3402,1,0,2.0,0,,0,0.0,0.0,0
6894,1,1,4.08,43,,6,47.3,4.6,0
25384,0,0,0.01,3,,0,0.0,0.0,0
46831,1,0,2.18,23,,0,3.4,1.5,0
14560,1,0,1.98,23,,0,11.8,0.7,0
19409,1,0,1.99,21,,0,8.5,0.6,0
9742,1,0,3.09,16,,0,69.8,6.2,2
10962,0,0,1.49,13,,0,0.0,0.0,0
5256,1,1,2.01,21,,0,0.0,0.0,0
24696,0,0,0.48,33,,1,0.0,0.0,0
40735,1,0,1.99,22,,0,44.4,1.6,0
33457,0,0,0.0,1,,0,0.0,0.0,0
36321,1,1,3.8,20,,0,2.0,0.1,0
26419,0,0,1.82,23,,0,10.0,0.7,0
12774,1,0,0.7,14,,1,0.0,0.0,0
26448,0,0,0.78,21,,0,8.0,0.8,0
11860,1,0,7.09,0,,0,0.0,0.0,0
289,1,0,7.39,13,,0,12.7,0.6,0
6933,0,0,7.71,0,,0,0.0,0.0,0
13772,0,0,2.36,20,,2,20.8,5.1,0
13701,1,0,2.44,21,,0,15.7,3.3,0
10348,0,0,3.19,24,,0,33.4,1.9,0
25739,1,0,1.38,22,,0,5.0,0.7,0
46731,1,0,2.15,22,,0,18.7,1.1,0
18973,1,1,2.27,23,,0,8.3,0.8,0
12826,1,0,2.07,22,,0,0.9,0.3,0
9786,0,0,2.42,22,,0,14.5,0.9,0
32373,1,0,2.0,27,,0,42.8,6.4,0
18636,1,0,1.98,20,,2,40.3,2.8,0
3292,1,1,2.11,13,,0,0.0,0.0,0
20733,0,0,2.2,26,,3,6.6,0.8,0
35944,1,0,2.0,29,,0,26.5,1.8,0
5087,0,0,1.65,0,,0,0.0,0.0,7
6183,1,1,8.08,0,,0,0.0,0.0,0
2267,0,0,8.63,24,,0,124.0,31.9,0
67252,1,1,0.38,23,,1,74.6,4.8,0
12789,0,0,4.81,24,,1,20.1,1.5,0
21461,1,0,3.45,24,,1,28.4,1.0,0
37730,1,0,1.92,40,,0,68.1,5.7,0
12100,1,0,3.39,0,,0,0.0,0.0,0
65281,1,0,0.61,0,,0,61.7,3.2,0
37212,1,0,1.67,31,,0,21.0,0.7,0
5756,1,0,3.69,15,,0,1.7,0.1,0
27338,1,0,3.38,24,,0,15.7,2.2,0
28848,0,0,0.96,10,,0,6.8,1.4,0
3318,1,0,2.0,0,,0,0.0,0.0,5
17745,1,0,3.08,24,,0,28.9,4.2,0
24445,0,0,0.5,0,,0,0.0,0.0,6
29029,0,0,1.99,40,,0,11.0,1.4,0
26559,1,1,1.56,24,,0,18.3,4.9,0
23410,0,0,2.14,0,,0,0.0,0.0,0
25495,1,0,0.05,0,,1,0.0,0.0,0
2302,1,0,4.23,16,,2,94.4,9.7,0
3956,1,0,2.52,13,,0,0.0,0.0,0
1502,1,0,5.67,16,,0,2.5,0.2,0
50625,1,1,2.2,8,,0,15.5,0.5,0
11870,0,0,3.17,23,,1,20.7,2.3,0
39552,0,0,1.01,24,,0,31.9,2.3,0
56279,1,0,2.01,11,,0,2.9,0.2,0
2947,0,0,1.87,13,,0,0.0,0.0,0
61553,1,1,0.79,21,,1,50.3,3.2,0
16128,0,0,2.32,17,,0,10.3,0.7,0
25799,1,1,5.47,20,,0,10.3,5.3,0
18023,1,0,2.09,14,,0,0.7,0.0,0
12619,1,0,4.05,8,,0,0.0,0.0,0
21131,1,1,2.02,39,,0,0.6,0.1,0
40242,1,0,2.23,33,,0,34.9,3.6,0
13267,1,0,6.78,24,,0,132.1,9.9,0
10870,1,0,6.95,24,,0,6.8,0.4,0
9186,1,0,4.97,10,,0,1.3,0.1,4
7123,1,1,1.76,20,,0,0.0,0.0,0
3979,1,1,2.76,13,,0,0.0,0.0,0
16547,0,0,2.38,23,,0,5.0,0.8,0
11474,0,0,2.6,0,,0,3.5,0.3,6
12217,0,0,2.42,20,,0,8.6,0.6,0
10049,0,0,2.32,22,,0,4.2,0.4,0
18655,1,1,1.98,21,,0,6.9,0.6,0
3652,0,0,3.95,10,,0,10.6,1.6,0
7348,1,1,2.02,0,,0,0.0,0.0,0
27872,0,0,2.98,24,,1,94.8,11.1,0
10094,0,0,2.92,0,,0,2.8,0.2,6
13626,1,0,6.23,25,,0,11.4,3.9,0
5049,1,0,2.16,22,,0,0.0,0.0,0
25258,1,0,2.15,24,,0,4.9,0.5,0
48736,1,0,2.09,20,,0,31.4,3.1,0
4223,1,1,2.25,22,,0,0.0,0.0,0
14543,0,0,1.78,20,,0,0.0,0.0,0
27863,0,0,0.82,23,,0,26.3,2.7,0
32730,1,0,3.95,40,,0,19.5,2.1,0
13939,1,1,1.57,23,,2,0.0,0.0,0
16379,1,0,2.06,23,,0,3.8,0.3,0
15473,1,0,1.99,23,,0,0.0,0.0,0
34952,1,0,1.98,21,,0,9.8,0.4,0
4888,1,1,2.11,14,,0,0.0,0.0,0
50324,1,0,2.08,15,,0,184.3,12.3,0
33805,1,0,0.0,2,,0,1.4,0.1,0
3118,1,1,2.19,0,,0,0.0,0.0,2
24234,1,1,1.87,10,,0,0.0,0.0,0
17275,1,0,3.33,16,,0,52.9,9.2,0
17164,1,0,5.61,20,,0,34.4,7.1,0
10707,0,0,2.11,20,,0,0.0,0.4,0
981,1,0,7.36,8,,0,3.2,0.1,2
15200,0,0,2.53,21,,0,15.4,1.1,0
21139,1,0,3.75,24,,0,6.7,0.9,0
28083,1,0,2.27,20,,0,7.5,0.6,0
18674,0,0,3.64,24,,0,16.9,1.4,0
51485,1,0,1.98,14,,0,31.4,3.2,0
8227,0,0,2.54,0,,0,6.3,0.4,7
7201,1,0,2.67,13,,0,0.0,0.0,0
23922,0,0,3.03,0,,0,0.0,0.0,0
13961,1,1,4.27,25,,0,22.6,7.0,0
2391,1,0,3.18,23,,0,0.0,0.0,0
5110,1,1,2.12,21,,0,0.0,0.0,0
37620,1,0,1.22,24,,0,13.8,1.8,0
18331,1,1,3.98,26,,0,0.0,0.0,0
11924,0,0,2.2,23,,1,8.7,0.6,0
8247,0,0,3.44,0,,0,0.0,0.0,0
21090,1,0,4.87,25,,0,71.5,4.6,0
12307,0,0,2.03,52,,1,0.0,0.0,0
39116,1,0,1.84,32,,0,21.2,3.4,0
49603,1,0,2.14,8,,0,75.9,5.8,0
7638,0,0,3.09,0,,0,3.9,0.3,6
20545,1,0,4.28,17,,0,0.1,0.0,0
13751,1,1,4.21,25,,1,36.7,3.8,0
44475,1,0,1.98,24,,0,16.3,0.6,0
9761,1,1,6.82,12,,0,23.5,1.8,6
13572,1,0,3.35,22,,0,18.4,1.0,0
2156,0,0,2.44,0,,0,0.0,0.0,4
36736,1,0,1.45,26,,0,13.0,0.4,0
15869,1,0,2.14,19,,0,23.3,2.7,0
6489,1,0,3.4,0,,1,3.7,0.3,6
10795,0,0,0.56,14,,0,0.0,0.0,0
5585,1,0,1.74,14,,1,0.0,0.0,0
4839,1,1,2.05,19,,0,0.0,0.0,3
2721,1,1,5.93,20,,0,7.1,2.0,0
25492,0,0,5.54,33,,0,112.6,15.1,0
50863,0,0,1.05,33,,0,77.1,7.7,0
24981,0,0,0.43,17,,0,0.0,0.0,0
17828,1,0,2.23,21,,0,33.1,2.7,0
4120,1,1,2.09,0,,0,0.0,0.0,3
21772,0,0,1.41,21,,0,12.6,1.9,0
34882,0,0,1.01,18,,0,12.6,0.7,0
29375,0,0,1.12,17,,0,21.5,1.8,0
24648,0,0,0.58,4,,3,0.0,0.0,1
36422,0,0,3.78,33,,0,25.4,2.8,0
23284,1,0,2.02,21,,0,3.2,0.2,0
8023,1,0,4.41,10,,0,3.6,0.8,5
